"sample","file_name","match_val","material_class","spectrum_identity","library_id"
"S11","SFEI_01_S11_042_FRA_YLOv.spa",0.551727468071125,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_043_FRA_YLO.spa",0.548138566278083,"mineral","amber","ee40aadd21078d50eb81cc7b832d25ab"
"S11","SFEI_01_S11_044_FRA_YLO.spa",0.533136946735642,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_045_FRA_YLO.spa",0.56272024077733,"mineral","soil","1db7c7b4e087fd2e1d84e4287f36d997"
"S11","SFEI_01_S11_046_FRA_YLO.spa",0.611606503572158,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S01","SFEI_01_S01_061_FRA_WHT.spa",0.805586376939497,"organic matter","fibre_urtica_dioica_l_conar_fibra","34f34dd8039cf5aa2975cef78a462fa4"
"S11","SFEI_01_S11_047_FRA_GRY.spa",0.684602561057332,"mineral","soil","ef8d4e09fdcff72f33deed6d47f6158c"
"S11","SFEI_01_S11_048_FRA_YLO.spa",0.71112373592548,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_049_FRA_YLO.spa",0.523033222000241,"poly(esters/ethers/diglycidylethers/terephthalates)s","polyoxymethylene","c6c65a12e830a367ca8c760bbdc8bfc6"
"S11","SFEI_01_S11_050_FRA_YLO.spa",0.625637700626898,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_051_FRA_YLO.spa",0.596115104702256,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_052_FRA_WHT.spa",0.660790550949107,"mineral","soil","b04737fcd4c2de76ea560eae4f3e1072"
"S11","SFEI_01_S11_053_FRA_WHT.spa",0.783694945501619,"mineral","fluorapatite","d3392bd54676a4018d229111663cb7ee"
